date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:09	9630/9630	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-25c5%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-237.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-23752c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:09	22909/22909	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-5a0b%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-381.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-38152c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:09	2708/2708	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-ab1%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-630.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-63052c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:10	1222/1222	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-4c6%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woocommerce-gateway-paypal-express-checkout/assets/css/wc-gateway-ppec-frontend.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woocommerce-gateway-paypal-express-checkout/assets/css/wc-gateway-ppec-frontend52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:10	8454/8454	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-2114%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-bought-together-premium/assets/css/frontend.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-bought-together-premium/assets/css/frontend52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:10	9627/9627	---MCZ	200	added ('OK')	text/css	etag:W/%2262b19f8f-259b%22	https://demothemedh.b-cdn.net/melawell/wp-content/plugins/woo-smart-compare/assets/libs/hint/hint.min.css?ver=6.0	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/plugins/woo-smart-compare/assets/libs/hint/hint.minf049.css	(from https://demo.leebrosus.com/melawell/)
13:08:10	4629/4629	---MCZ	200	added ('OK')	text/css	etag:W/%2262b19f8f-1215%22	https://demothemedh.b-cdn.net/melawell/wp-content/plugins/woo-smart-compare/assets/libs/perfect-scrollbar/css/perfect-scrollbar.min.css?ver=6.0	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/plugins/woo-smart-compare/assets/libs/perfect-scrollbar/css/perfect-scrollbar.minf049.css	(from https://demo.leebrosus.com/melawell/)
13:08:11	2858/2858	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-b85%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-compare/assets/libs/perfect-scrollbar/css/custom-theme.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-compare/assets/libs/perfect-scrollbar/css/custom-theme52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:11	30086/30086	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-7586%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-compare/assets/css/frontend.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-compare/assets/css/frontend52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:11	1330/1330	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-534%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/libs/slick/slick.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/libs/slick/slick52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:12	5236/5236	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-1481%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/libs/magnific-popup/magnific-popup.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/libs/magnific-popup/magnific-popup52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:12	692/692	---MCZ	200	added ('OK')	text/css	etag:W/%2263364137-2ba%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/libs/feather/feather.css?ver=1664500023	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/libs/feather/feather52c0.css	(from https://demo.leebrosus.com/melawell/)
13:08:12	16885/16885	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-424e%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/css/frontend.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-quick-view/assets/css/frontend9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:12	688/688	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-2b0%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-wishlist/assets/libs/feather/feather.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-wishlist/assets/libs/feather/feather9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:13	15368/15368	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-3c08%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-wishlist/assets/css/frontend.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/woo-smart-wishlist/assets/css/frontend9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:13	1807/1807	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-715%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/wpc-variation-swatches/assets/css/frontend.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/wpc-variation-swatches/assets/css/frontend9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:13	176025/176025	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-2af99%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/melawell/style.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/melawell/style9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:14	5430/5430	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-1581%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-3569.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-35699daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:14	10310/10310	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-2846%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-1612.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-16129daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:14	12844/12844	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-3284%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-1634.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/uploads/elementor/css/post-16349daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:15	68634/68634	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-10cf2%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/melawell/assets/css/elementor.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/melawell/assets/css/elementor9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:15	173557/173557	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-2a7de%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/melawell/assets/css/woocommerce.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/melawell/assets/css/woocommerce9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:15	2765/2765	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-acd%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/demo-child/style.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/themes/demo-child/style9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:15	7905/7905	---MCZ	200	added ('OK')	text/css	etag:W/%2263364138-1ee9%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/wpc-grouped-product-premium/assets/css/frontend.css?ver=1664500024	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/wpc-grouped-product-premium/assets/css/frontend9daf.css	(from https://demo.leebrosus.com/melawell/)
13:08:16	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2262b19f8e-4824%22	https://demothemedh.b-cdn.net/melawell/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.7.7	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/plugins/elementor/assets/lib/animations/animations.minac9e.css	(from https://demo.leebrosus.com/melawell/)
13:08:16	50062/50062	---MCZ	200	added ('OK')	text/css	etag:W/%2263364139-c431%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1664500025	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/revslider/public/assets/css/rs6954b.css	(from https://demo.leebrosus.com/melawell/)
13:08:16	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%2262b19f8e-e238%22	https://demothemedh.b-cdn.net/melawell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://demo.leebrosus.com/melawell/)
13:08:16	1108/1108	---MCZ	200	added ('OK')	text/css	etag:W/%2263364139-454%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=1664500025	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min954b.css	(from https://demo.leebrosus.com/melawell/)
13:08:17	1106/1106	---MCZ	200	added ('OK')	text/css	etag:W/%2263364139-452%22	https://demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1664500025	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/cache/min/1/melawell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min954b.css	(from https://demo.leebrosus.com/melawell/)
13:08:17	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b19f90-15db1%22	https://demothemedh.b-cdn.net/melawell/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-includes/js/jquery/jquery.minaf6c.js	(from https://demo.leebrosus.com/melawell/)
13:08:17	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b19f90-2bd8%22	https://demothemedh.b-cdn.net/melawell/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://demo.leebrosus.com/melawell/)
13:08:19	1038498/1038498	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Dec%202022%2007:38:19%20GMT	https://demo.leebrosus.com/melawell/wp-json/	D:/02-medicin/demo.leebrosus.com/melawell/wp-json/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:20	249036/249036	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Dec%202022%2007:38:20%20GMT	https://demo.leebrosus.com/melawell/wp-json/wp/v2/pages/468	D:/02-medicin/demo.leebrosus.com/melawell/wp-json/wp/v2/pages/468.json	(from https://demo.leebrosus.com/melawell/)
13:08:20	876/876	---MCZ	200	added ('OK')	text/xml	date:Fri,%2016%20Dec%202022%2007:38:21%20GMT	https://demo.leebrosus.com/melawell/xmlrpc.php?rsd	D:/02-medicin/demo.leebrosus.com/melawell/xmlrpc0db0.php	(from https://demo.leebrosus.com/melawell/)
13:08:22	2359/2359	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Dec%202022%2007:38:22%20GMT	https://demo.leebrosus.com/melawell/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.leebrosus.com%2Fmelawell%2F	D:/02-medicin/demo.leebrosus.com/melawell/wp-json/oembed/1.0/embed0954.json	(from https://demo.leebrosus.com/melawell/)
13:08:23	2430/2430	---MCZ	200	added ('OK')	text/xml	date:Fri,%2016%20Dec%202022%2007:38:23%20GMT	https://demo.leebrosus.com/melawell/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.leebrosus.com%2Fmelawell%2F&format=xml	D:/02-medicin/demo.leebrosus.com/melawell/wp-json/oembed/1.0/embed226c	(from https://demo.leebrosus.com/melawell/)
13:08:23	562/562	---M--	200	added ('OK')	image/png	etag:%2262945dce-232%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/cropped-favico-32x32.png	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/cropped-favico-32x32.png	(from https://demo.leebrosus.com/melawell/)
13:08:23	2802/2802	---M--	200	added ('OK')	image/png	etag:%2262945dce-af2%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/cropped-favico-192x192.png	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/cropped-favico-192x192.png	(from https://demo.leebrosus.com/melawell/)
13:08:24	2656/2656	---M--	200	added ('OK')	image/png	etag:%2262945dce-a60%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/cropped-favico-180x180.png	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/cropped-favico-180x180.png	(from https://demo.leebrosus.com/melawell/)
13:08:24	36496/36496	---M--	200	added ('OK')	image/jpeg	etag:%2262b19922-8e90%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_1.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_1.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:24	38769/38769	---M--	200	added ('OK')	image/jpeg	etag:%2262b19921-9771%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_2.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_2.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:25	38597/38597	---M--	200	added ('OK')	image/jpeg	etag:%2262b19920-96c5%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_3.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_3.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:25	43762/43762	---M--	200	added ('OK')	image/jpeg	etag:%2262b1991f-aaf2%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_4.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_4.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:26	179526/179526	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:37:40%20GMT	https://demo.leebrosus.com/melawell/product-category/elite-first-aid-bag/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/elite-first-aid-bag/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:26	179569/179569	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:36:53%20GMT	https://demo.leebrosus.com/melawell/product-category/medical-aluminum-crutch/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/medical-aluminum-crutch/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:27	168869/168869	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:26%20GMT	https://demo.leebrosus.com/melawell/my-account/	D:/02-medicin/demo.leebrosus.com/melawell/my-account/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:27	172296/172296	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:26%20GMT	https://demo.leebrosus.com/melawell/order-tracking/	D:/02-medicin/demo.leebrosus.com/melawell/order-tracking/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:27	38109/38109	---M--	200	added ('OK')	image/jpeg	etag:%2262b1991d-94dd%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_5.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/06/home_5.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Dec%202022%2007:38:29%20GMT	https://demo.leebrosus.com/melawell/wishlist/KHEKQU	D:/02-medicin/demo.leebrosus.com/melawell/wishlist/KHEKQU.33.delayed	(from https://demo.leebrosus.com/melawell/)
13:08:32	179517/179517	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:29%20GMT	https://demo.leebrosus.com/melawell/product-category/medicated-skin-care/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/medicated-skin-care/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:32	271658/271658	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:29%20GMT	https://demo.leebrosus.com/melawell/shop/	D:/02-medicin/demo.leebrosus.com/melawell/shop/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:34	270612/270612	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:30%20GMT	https://demo.leebrosus.com/melawell/product-category/medicines/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/medicines/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:34	68/68	---M--	200	added ('OK')	image/png	etag:%2262b19f8f-44%22	http://demothemedh.b-cdn.net/melawell/wp-content/plugins/revslider/public/assets/assets/dummy.png	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://demo.leebrosus.com/melawell/)
13:08:35	179479/179479	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:31%20GMT	https://demo.leebrosus.com/melawell/product-category/medicut-scissors/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/medicut-scissors/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:35	244757/244757	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:35%20GMT	https://demo.leebrosus.com/melawell/product-category/protective-eyewear/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/protective-eyewear/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:36	12872/12872	---M--	200	added ('OK')	image/jpeg	etag:%2262945e23-3248%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/Product_image_16-300x300.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/Product_image_16-300x300.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Dec%202022%2007:38:37%20GMT	https://demo.leebrosus.com/melawell/home-1/	D:/02-medicin/demo.leebrosus.com/melawell/home-1/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:37	9035/9035	---M--	200	added ('OK')	image/jpeg	etag:%2262945e25-234b%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/Product_image_12-300x300.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/Product_image_12-300x300.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:37	179443/179443	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:37%20GMT	https://demo.leebrosus.com/melawell/product-category/reflex-hammer/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/reflex-hammer/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:37	7314/7314	---M--	200	added ('OK')	image/jpeg	etag:%2262945df3-1c92%22	https://demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/Product_image_60-300x300.jpg	D:/02-medicin/demothemedh.b-cdn.net/melawell/wp-content/uploads/2022/04/Product_image_60-300x300.jpg	(from https://demo.leebrosus.com/melawell/)
13:08:38	366055/366055	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:36:46%20GMT	https://demo.leebrosus.com/melawell/home-3/	D:/02-medicin/demo.leebrosus.com/melawell/home-3/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:39	273099/273099	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:38%20GMT	https://demo.leebrosus.com/melawell/product-category/vitamin-supplements/	D:/02-medicin/demo.leebrosus.com/melawell/product-category/vitamin-supplements/index.html	(from https://demo.leebrosus.com/melawell/)
13:08:40	372702/372702	---MCZ	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2007:38:39%20GMT	https://demo.leebrosus.com/melawell/home-4/	D:/02-medicin/demo.leebrosus.com/melawell/home-4/index.html	(from https://demo.leebrosus.com/melawell/)
